"fromuserid","touserid","numbercalls","secondscalls"
"350084","350302","13","657"
"350086","350079","8","2449"
"350017","350392","5","2801"
"350110","350121","5","3495"
"350158","350157","9","2123"
"397902","350036","6","2374"
"350143","350145","17","3242"
"350005","350337","6","998"
"350108","350105","16","2440"
"350116","350019","2","1796"
"350138","350145","7","1544"
"350030","350174","13","57"
"350072","350231","5","1041"
"350166","350172","3","1113"
"350135","350147","16","334"
"350167","350159","3","214"
"350109","350105","6","308"
"350006","350002","3","2930"
"350171","350175","16","389"
"350019","350219","3","2605"
"350063","350317","16","1091"
"350098","350188","9","2765"
"350011","433648","21","3732"
"350120","350186","3","2305"
"350069","350259","15","1220"
"350186","350340","17","1716"
"350177","350314","6","2650"
"350082","350201","12","1113"
"350172","350173","20","2847"
"350139","350167","5","2279"
"357758","350008","17","1483"
"350074","350167","14","2893"
"350129","350132","12","473"
"350067","350063","3","2720"
"350107","350359","3","2764"
"350128","350328","1","3550"
"350089","350293","12","3441"
"350170","350039","17","748"
"350155","350158","9","3318"
"350027","350052","15","1859"
"350198","350026","18","970"
"350140","350068","19","1563"
"350197","350189","9","3381"
"350179","350181","4","300"
"350175","350130","2","1054"
"350106","350113","12","2446"
"350008","350221","2","3043"
"350040","350161","1","314"
"350131","350085","14","2542"
"491615","350238","11","2852"
"350145","350323","19","122"
"350099","350103","4","3005"
"350085","350129","18","5168"
"350013","350105","6","3289"
"350004","350006","14","2844"
"350050","350078","13","3551"
"350035","350334","8","2005"
"350193","350058","2","1447"
"350075","350104","9","2733"
"350185","350190","33","5389"
"350125","350133","14","762"
"350068","350059","15","2861"
"576832","350393","3","333"
"350173","350247","18","2990"
"350014","350012","17","1520"
"350141","350014","15","2954"
"350136","350292","8","2211"
"350156","350162","17","605"
"350148","350140","17","2626"
"350057","350250","10","1389"
"350112","350104","1","2387"
"350169","350040","11","1170"
"350182","350189","15","3095"
"350015","350191","18","3224"
"350081","350156","6","397"
"350115","350127","17","855"
"350114","350124","9","2026"
"388018","576832","18","3159"
"350077","350081","18","2176"
"350126","350177","14","1532"
"350071","350073","5","1392"
"350020","350031","5","2509"
"350176","350170","5","2911"
"350044","350249","6","325"
"350165","350363","10","1727"
"350174","350017","13","1515"
"350032","350092","19","600"
"350130","350117","2","297"
"350055","350061","13","816"
"350060","350333","3","1298"
"350162","350347","20","548"
"350111","350043","6","3591"
"350133","350139","5","2979"
"350054","350185","13","369"
"350058","350061","2","2850"
"350009","350194","14","233"
"350153","350141","17","97"
"350041","350333","19","454"
"350192","350197","13","2877"
"350062","350068","19","284"
"350113","350231","19","2053"
"489312","350209","12","791"
"350042","350138","14","1591"
"350150","350158","28","3350"
"350026","350294","9","2352"
"350091","350143","4","211"
"350195","350198","17","493"
"350189","350193","6","2034"
"350043","350038","6","2940"
"350080","350091","15","3185"
"350092","350332","18","702"
"350002","350195","4","2632"
"350039","350180","20","1610"
"350052","350039","8","2079"
"350105","350086","3","1068"
"350134","350230","8","955"
"350059","350254","7","1701"
"350119","350118","13","3481"
"350188","350197","4","2798"
"350033","350026","5","3088"
"350021","350022","30","783"
"350076","350096","10","2332"
"350046","350110","8","59"
"350184","350117","5","3488"
"464386","350328","9","2698"
"350147","350144","16","3149"
"350094","350377","3","1577"
"350028","350351","19","3533"
"350161","350318","9","2628"
"350168","350171","5","2551"
"350087","350268","8","1472"
"350102","350363","14","11"
"350146","350152","1","1358"
"350187","350205","9","2034"
"350036","350073","13","3252"
"350194","350200","2","1111"
"433648","350099","20","1708"
"350038","350207","15","2486"
"350037","350046","19","224"
"350023","350260","12","921"
"350022","350135","1","3467"
"350018","350213","20","2822"
"350160","350168","6","1788"
"350025","350033","12","1178"
"350084","350087","6","1730"
"350086","350037","36","744"
"350017","350015","10","2487"
"350110","350122","13","2160"
"350158","350038","15","1243"
"397902","350048","17","3567"
"350143","350146","3","181"
"350005","350033","19","2655"
"350108","350286","16","2795"
"350116","350296","11","1033"
"350138","350130","17","431"
"350030","350020","4","211"
"350072","350233","10","1418"
"350135","350124","8","2644"
"350167","350163","13","2740"
"350109","350113","1","3230"
"350006","350152","3","3078"
"350171","350176","17","2163"
"350019","350119","7","2861"
"350063","350198","16","1454"
"350098","350088","11","2729"
"350011","350028","3","1916"
"350120","350188","10","116"
"350069","350063","13","1289"
"350186","350202","9","919"
"350177","350368","12","549"
"350082","350207","3","634"
"350172","350054","11","2417"
"350139","350185","10","2374"
"357758","350285","20","2037"
"350074","350168","16","2549"
"350129","350136","8","2511"
"350067","576832","14","2468"
"350107","350109","15","3558"
"350128","350005","15","3392"
"350089","350366","3","3506"
"350170","350166","6","535"
"350155","350150","3","773"
"350027","350029","19","987"
"350198","350080","13","3432"
"350140","350087","12","2236"
"350197","350185","17","602"
"350179","350185","6","1759"
"350175","350161","17","3230"
"350106","350186","10","2636"
"350008","350294","1","1757"
"350040","350169","9","2897"
"350131","350181","18","2998"
"491615","350107","7","1795"
"350145","350340","2","3362"
"350099","350230","10","2845"
"350085","350202","7","3411"
"350013","350124","1","1726"
"350004","350052","13","2835"
"350050","350044","4","1129"
"350035","350019","20","229"
"350193","350323","14","2988"
"350075","350200","9","685"
"350185","350052","9","3171"
"350125","350164","2","310"
"350068","350397","17","568"
"576832","350024","9","1605"
"350173","350170","16","2077"
"350014","350116","18","2266"
"350141","350383","2","2562"
"350136","350085","20","3556"
"350156","350163","6","876"
"350148","350105","20","65"
"350057","350277","2","3124"
"350112","350208","15","3412"
"350169","350163","6","980"
"350182","350190","1","1306"
"350015","350209","17","637"
"350081","350210","5","3381"
"350115","350373","1","3240"
"350114","350125","7","336"
"388018","350167","18","1511"
"350077","350339","20","1709"
"350126","350190","2","674"
"350071","350177","3","2490"
"350020","350008","5","2080"
"350176","350182","7","1199"
"350044","350253","11","401"
"350165","350298","16","2744"
"350174","350209","15","3179"
"350032","350102","19","1120"
"350130","350152","3","2692"
"350055","350054","6","2563"
"350060","350291","18","3164"
"350162","350270","6","3244"
"350111","350116","3","1297"
"350133","350140","6","2693"
"350054","350039","10","1551"
"350058","350392","20","1689"
"350009","350075","12","754"
"350153","350160","17","1959"
"350041","350383","18","857"
"350192","350193","4","743"
"350062","350179","1","341"
"350113","350112","18","2335"
"489312","350305","10","1041"
"350042","350145","19","3430"
"350150","350143","14","121"
"350026","350379","7","387"
"350091","350152","1","2987"
"350195","350200","15","586"
"350189","350194","17","204"
"350043","350284","2","3595"
"350080","350122","9","1826"
"350092","350094","2","3108"
"350002","350211","10","3583"
"350039","350042","12","1543"
"350052","350335","18","2763"
"350105","350290","15","1711"
"350134","350142","9","1878"
"350059","350263","16","3029"
"350119","350172","10","1124"
"350188","350198","17","3378"
"350033","350038","9","916"
"350021","350053","5","922"
"350076","350115","18","2814"
"350046","350123","8","1457"
"350184","350129","8","3555"
"464386","350109","5","1111"
"350147","350240","7","2912"
"350094","350235","8","2810"
"350028","350040","8","2727"
"350161","350164","16","2700"
"350168","350286","18","3730"
"350102","350371","3","1566"
"350146","350153","18","73"
"350187","350067","7","161"
"350036","350138","10","25"
"350194","350254","11","1930"
"433648","350057","2","282"
"350038","350357","2","2958"
"350037","350023","1","2923"
"350023","350329","26","1227"
"350022","350137","11","1368"
"350018","350286","6","1346"
"350160","350169","18","762"
"350025","350225","4","454"
"350084","350210","14","1130"
"350086","350091","9","2932"
"350017","350027","13","188"
"350110","350162","12","1837"
"350158","350284","17","1395"
"397902","350052","3","3124"
"350143","350147","16","1782"
"350005","350375","2","2537"
"350108","350113","29","2687"
"350116","350177","16","519"
"350138","350030","32","3725"
"350030","350320","5","3422"
"350072","350235","3","488"
"350135","350128","16","1262"
"350167","350290","1","598"
"350109","350282","14","2673"
"350006","350018","15","502"
"350171","350177","5","641"
"350019","350192","7","3211"
"350063","350279","8","1960"
"350098","350107","20","644"
"350011","350005","12","3513"
"350120","350192","4","870"
"350069","350363","3","1385"
"350186","350125","11","2135"
"350177","350107","4","3538"
"350082","350211","7","3325"
"350172","350204","16","2360"
"350139","350191","16","4109"
"350074","350177","20","2700"
"350129","350144","18","1691"
"350067","350202","12","3023"
"350107","350290","13","2184"
"350128","350155","6","1860"
"350089","350151","11","884"
"350170","350066","7","3300"
"350155","350162","19","2492"
"350027","350317","9","1475"
"350198","350303","14","1512"
"350140","350141","4","3327"
"350197","350193","14","116"
"350179","350377","16","3440"
"350175","350307","18","1297"
"350106","350144","3","934"
"350008","357758","5","1926"
"350040","350173","1","1081"
"350131","350381","8","1212"
"491615","350246","20","1958"
"350145","350364","5","1776"
"350099","350249","2","1093"
"350085","350083","11","2281"
"350013","350370","15","3354"
"350004","350010","2","1399"
"350050","350332","6","3170"
"350035","350350","14","2065"
"350193","350116","1","1930"
"350075","350077","9","2285"
"350185","350071","3","1716"
"350125","350356","14","1935"
"350068","350063","6","2978"
"576832","350151","13","1972"
"350173","350266","15","1204"
"350014","350339","12","1212"
"350141","350318","3","3457"
"350136","350104","15","2241"
"350156","350164","10","3011"
"350148","350159","8","2621"
"350057","350308","5","1464"
"350112","350024","9","1681"
"350169","350386","1","2754"
"350182","350191","7","2403"
"350015","350230","2","568"
"350081","350356","18","3569"
"350115","350104","15","2367"
"350114","350156","8","2685"
"388018","350179","16","1698"
"350077","350166","19","2314"
"350126","350200","9","3402"
"350071","350058","1","3256"
"350020","350016","14","1276"
"350044","350262","5","2500"
"350165","350167","19","3020"
"350032","350105","11","2415"
"350130","350371","4","361"
"350055","350073","16","2120"
"350060","350022","6","197"
"350162","350301","10","2395"
"350111","350016","19","2706"
"350133","350141","5","1586"
"350054","350297","8","484"
"350058","350069","12","2580"
"350009","350148","11","1212"
"350153","350318","8","1683"
"350041","350368","7","292"
"350192","350147","1","1005"
"350062","350137","15","2048"
"350113","350185","3","3375"
"489312","350336","8","2787"
"350042","350154","7","915"
"350150","350066","14","322"
"350026","350398","20","2458"
"350091","350159","15","2090"
"350195","350201","17","5263"
"350189","350198","2","1219"
"350043","350042","3","351"
"350080","350076","20","551"
"350092","350067","3","2695"
"350002","350216","2","887"
"350039","350330","8","2506"
"350052","650417","11","671"
"350105","350344","4","1750"
"350134","350127","16","1886"
"350059","350264","14","1437"
"350119","350395","14","553"
"350188","350200","18","351"
"350033","350130","17","274"
"350021","350353","13","1542"
"350076","350116","15","3429"
"350046","350127","12","411"
"350184","350183","9","3004"
"464386","350259","6","1330"
"350147","350140","15","2578"
"350094","350093","20","619"
"350028","350382","10","2245"
"350161","350237","16","3099"
"350168","350017","6","877"
"350102","350098","2","1502"
"350146","350154","6","1407"
"350187","350259","17","2569"
"350036","350177","4","2822"
"350194","350285","5","2164"
"433648","350153","3","802"
"350038","350034","37","4120"
"350037","350031","4","2016"
"350023","350018","8","3072"
"350022","350140","17","2546"
"350018","350221","16","1898"
"350160","350170","18","2981"
"350025","350037","19","3576"
"350084","350072","1","2278"
"350086","350014","2","2214"
"350017","350315","11","2039"
"350110","350201","8","3035"
"350158","350357","7","444"
"397902","350055","10","2428"
"350143","350148","6","789"
"350005","350064","19","1167"
"350108","350378","15","2893"
"350116","350369","15","1051"
"350138","350288","8","2684"
"350030","350028","16","2123"
"350072","350258","7","3310"
"350135","350136","7","1661"
"350167","350171","4","2413"
"350109","491615","6","2850"
"350006","350306","14","1300"
"350171","350179","3","1075"
"350019","350050","2","1492"
"350063","350394","6","4360"
"350098","350192","3","2122"
"350011","350347","15","3117"
"350120","350198","24","3233"
"350069","350382","22","3358"
"350186","350102","4","1084"
"350177","350318","2","1980"
"350082","350213","17","97"
"350172","350181","4","1860"
"350139","350197","8","958"
"350074","350179","12","2842"
"350129","350240","5","2111"
"350067","350071","13","67"
"350107","350105","17","3122"
"350128","350055","1","747"
"350089","350205","14","1887"
"350170","350162","5","521"
"350155","350085","5","687"
"350027","350025","17","1637"
"350198","350399","15","1557"
"350140","350318","16","3277"
"350179","350239","28","2003"
"350175","350361","14","3537"
"350106","491615","2","259"
"350008","350367","14","2510"
"350040","350182","20","1134"
"350131","350316","24","4435"
"491615","350073","18","2468"
"350145","350370","2","360"
"350099","350107","14","96"
"350085","350102","13","2863"
"350013","350005","11","1596"
"350004","350233","3","2802"
"350050","576832","10","3483"
"350035","350165","1","1125"
"350193","350070","10","3110"
"350075","350227","1","1221"
"350185","350317","14","2959"
"350125","350022","1","2473"
"350068","433648","3","1187"
"576832","350170","9","3237"
"350173","350166","10","773"
"350014","350016","10","1688"
"350141","350145","18","3207"
"350136","350208","14","17"
"350156","350165","9","1505"
"350148","350136","5","482"
"350057","350381","12","476"
"350112","350385","14","4047"
"350169","350171","19","573"
"350182","350195","12","205"
"350015","350243","18","2052"
"350081","350087","10","2970"
"350115","350108","6","429"
"350114","350192","24","3768"
"388018","350152","19","2395"
"350077","350185","4","1251"
"350126","350219","2","638"
"350071","350154","21","3796"
"350020","350089","4","256"
"350044","350268","5","339"
"350165","350317","9","871"
"350032","350136","1","1467"
"350130","350025","5","1098"
"350055","350058","19","661"
"350060","350164","18","2970"
"350162","350159","1","434"
"350111","350316","18","2022"
"350133","350142","17","647"
"350054","350078","12","3007"
"350058","350357","6","2603"
"350009","350340","17","3313"
"350153","350145","1","518"
"350041","350203","4","2210"
"350192","350201","2","1546"
"350062","350245","10","1698"
"350113","350108","8","524"
"489312","491615","20","2827"
"350042","350155","15","1327"
"350150","350289","14","638"
"350026","350010","31","4526"
"350091","350175","1","3332"
"350195","350202","5","2670"
"350189","350206","2","1586"
"350043","350050","13","3560"
"350080","350030","7","3568"
"350092","350344","1","2040"
"350002","350220","14","489"
"350039","350080","10","1826"
"350052","350051","11","2631"
"350105","350309","16","228"
"350134","350123","10","224"
"350059","350280","6","2608"
"350119","350126","4","2728"
"350188","350201","4","770"
"350033","350392","15","2545"
"350021","350061","17","2907"
"350076","350154","4","2903"
"350046","350135","7","3741"
"350184","350083","12","809"
"464386","350086","4","2089"
"350147","350236","7","3539"
"350094","350339","20","2893"
"350028","350013","1","1619"
"350161","350157","18","671"
"350168","350336","17","1198"
"350102","350321","8","1207"
"350146","350155","2","1004"
"350187","350363","4","3324"
"350036","350179","6","1684"
"350194","350208","4","692"
"433648","464386","6","2985"
"350038","350161","17","105"
"350037","350050","16","3542"
"350023","350045","13","1902"
"350022","350141","19","724"
"350018","350006","17","330"
"350160","350171","16","2478"
"350025","350014","20","125"
"350084","350091","13","2167"
"350086","350064","4","1818"
"350017","350023","5","1994"
"350110","350245","19","1849"
"350158","350388","7","1925"
"397902","350066","8","2851"
"350143","350149","8","429"
"350005","350310","9","2100"
"350108","491615","20","1442"
"350116","350004","11","3444"
"350138","350061","13","2102"
"350030","350032","3","1979"
"350072","350304","14","3162"
"350167","350267","9","3283"
"350109","350021","15","1211"
"350006","350283","15","196"
"350171","350180","4","144"
"350019","350146","19","2225"
"350063","350060","14","1832"
"350098","350384","4","134"
"350011","350036","2","638"
"350120","350204","19","2287"
"350069","350017","28","3392"
"350186","350294","19","2764"
"350177","350180","10","899"
"350082","350227","20","2960"
"350172","350277","6","2370"
"350139","350219","15","2035"
"350074","350181","3","980"
"350129","350121","5","2024"
"350067","350079","7","3182"
"350107","350209","14","4403"
"350128","350074","10","2082"
"350089","350086","16","904"
"350170","350366","8","3587"
"350155","350208","17","2894"
"350027","350098","18","1326"
"350198","350157","10","859"
"350140","350145","1","3266"
"350175","350319","6","285"
"350106","350098","7","1767"
"350008","491615","6","41"
"350040","350200","13","3330"
"350131","350335","4","2483"
"491615","350092","17","3360"
"350145","350378","20","585"
"350099","397902","6","3240"
"350085","350079","1","1460"
"350013","350024","8","189"
"350004","350360","1","931"
"350050","350040","13","3121"
"350035","350123","16","496"
"350193","350262","2","3153"
"350075","350012","6","3479"
"350185","350294","9","3527"
"350125","350118","20","3071"
"350068","350159","5","1688"
"576832","350243","1","369"
"350173","350174","1","430"
"350014","350270","18","1317"
"350141","350130","20","2972"
"350136","350254","16","3597"
"350156","350166","16","2540"
"350148","350317","4","2363"
"350057","350281","4","1880"
"350112","350116","15","2078"
"350169","350363","18","2195"
"350182","350204","11","2010"
"350015","350249","4","1870"
"350081","350387","18","382"
"350115","350120","10","2188"
"350114","350193","18","1811"
"388018","350171","12","1703"
"350077","350331","3","116"
"350126","350221","13","433"
"350071","350250","16","2691"
"350020","350012","12","55"
"350044","350301","20","2519"
"350165","350198","14","10"
"350032","350146","9","852"
"350130","350325","17","3661"
"350055","350150","11","3162"
"350060","350045","4","804"
"350162","350190","18","3380"
"350111","350120","12","664"
"350133","350143","6","2545"
"350054","650417","20","2454"
"350058","350219","15","578"
"350009","350371","18","1880"
"350153","350164","11","68"
"350041","350030","2","3495"
"350192","350078","12","1843"
"350062","350060","15","3164"
"350113","350262","9","619"
"489312","350190","29","3783"
"350042","350206","11","2745"
"350150","350020","2","3210"
"350026","350233","1","665"
"350091","350183","4","2904"
"350195","350203","9","2170"
"350189","350209","10","2227"
"350043","350392","12","1176"
"350080","397902","9","3385"
"350002","350225","3","163"
"350039","350038","4","1140"
"350052","350393","9","3106"
"350105","350221","13","3296"
"350134","350081","1","2237"
"350059","350331","15","242"
"350119","350057","11","3071"
"350188","350248","17","1751"
"350033","350015","5","1916"
"350021","350015","14","206"
"350076","350163","14","2295"
"350046","350153","19","2422"
"350184","350187","8","1654"
"464386","350332","9","1703"
"350147","350148","19","3087"
"350094","350070","7","259"
"350028","350163","4","749"
"350161","350353","16","1881"
"350168","350163","8","2163"
"350102","350279","15","2462"
"350146","350156","12","3444"
"350187","350094","18","6168"
"350036","350187","9","1125"
"350194","350185","17","1021"
"433648","350203","3","1964"
"350038","350042","20","2160"
"350037","350035","6","3236"
"350023","350022","20","395"
"350022","350150","16","586"
"350018","350198","10","1064"
"350160","350172","5","3323"
"350025","350095","17","3490"
"350084","350076","12","250"
"350086","350083","3","2389"
"350017","350204","17","2328"
"350110","350252","19","3585"
"350158","350161","14","1984"
"397902","350070","9","2235"
"350143","350150","16","1794"
"350005","350287","8","419"
"350108","350236","20","2923"
"350116","350377","8","1322"
"350138","350115","19","1311"
"350030","350374","2","660"
"350072","350318","8","1202"
"350167","350156","18","877"
"350109","350117","19","1885"
"350006","350183","13","3122"
"350171","350181","10","3"
"350019","350142","13","1563"
"350063","350325","6","638"
"350098","350092","14","2422"
"350011","350205","7","2827"
"350120","350240","17","521"
"350069","350071","10","1984"
"350186","350156","17","3446"
"350177","350176","19","954"
"350082","350233","10","2339"
"350172","350373","6","502"
"350139","350238","1","1247"
"350074","350240","9","2449"
"350129","350140","7","3373"
"350067","350398","11","2203"
"350107","350163","9","2677"
"350128","350086","20","2848"
"350089","350332","20","3201"
"350170","350009","17","619"
"350155","350166","15","1849"
"350027","350164","5","2353"
"350198","350380","19","2137"
"350140","350337","4","1265"
"350175","350123","2","2350"
"350106","350194","18","2392"
"350008","350002","14","949"
"350040","350206","13","1303"
"350131","350024","12","212"
"491615","350146","6","2270"
"350145","350388","8","1076"
"350099","350084","15","1027"
"350085","350398","8","3020"
"350013","350270","16","3007"
"350004","350037","18","2821"
"350050","350048","19","99"
"350035","350250","7","1867"
"350193","350120","15","1184"
"350075","350081","13","527"
"350185","350348","13","2188"
"350125","350122","9","1220"
"350068","350071","1","3558"
"576832","350328","15","772"
"350173","350270","8","834"
"350014","350366","18","2007"
"350141","350149","20","2677"
"350136","350135","34","5150"
"350156","350167","48","2921"
"350148","350144","5","746"
"350057","350162","16","1506"
"350112","350120","14","2530"
"350169","350167","9","43"
"350182","350228","1","3550"
"350015","350256","4","3407"
"350081","350160","15","1307"
"350115","350116","32","3544"
"350114","350240","16","2658"
"388018","350183","11","2958"
"350077","350212","16","2751"
"350126","350252","14","2298"
"350071","350358","17","3178"
"350020","350024","8","1234"
"350044","350303","20","1846"
"350165","350217","10","1775"
"350032","350149","20","1530"
"350130","350129","14","3404"
"350055","350208","15","2153"
"350060","350195","4","2366"
"350162","350109","5","1199"
"350111","350105","4","3340"
"350133","350144","9","2289"
"350054","350051","10","3181"
"350058","350311","8","1383"
"350009","491615","3","2687"
"350153","350356","19","2140"
"350041","350380","2","1601"
"350192","350151","14","3986"
"350062","350237","14","3560"
"350113","350035","16","940"
"489312","350198","13","1837"
"350042","350218","14","641"
"350150","350147","2","2758"
"350026","350018","5","2137"
"350091","350217","8","1930"
"350195","350204","3","1780"
"350189","350210","14","1087"
"350080","350084","17","1586"
"350002","350226","10","1126"
"350039","350046","5","604"
"350052","433648","5","144"
"350105","350102","9","1085"
"350134","350119","20","5070"
"350059","350372","14","887"
"350119","350111","15","78"
"350188","350331","8","254"
"350033","350196","14","800"
"350021","350034","2","387"
"350076","350197","2","3443"
"350046","350172","18","2890"
"350184","350206","17","5002"
"464386","350194","20","466"
"350147","350017","20","2134"
"350094","350262","6","3336"
"350028","350363","7","539"
"350161","350307","4","64"
"350168","350175","5","2856"
"350102","350106","4","406"
"350146","350157","4","1213"
"350187","350190","16","2365"
"350036","350193","11","592"
"350194","350012","20","2181"
"433648","350353","20","1526"
"350038","350073","6","2185"
"350037","350193","19","3572"
"350023","350095","18","3250"
"350022","350151","18","1033"
"350018","350060","3","1556"
"350160","350173","20","2167"
"350025","350018","13","1233"
"350084","350095","18","987"
"350086","350041","12","1324"
"350017","350019","22","5779"
"350110","350257","13","3375"
"350158","350257","12","2248"
"397902","350086","8","507"
"350143","350151","18","2074"
"350005","350241","6","3135"
"350108","350098","10","3111"
"350116","350085","15","3162"
"350138","350134","8","364"
"350030","350044","19","238"
"350072","350320","1","56"
"350167","350175","30","4651"
"350109","350102","13","2681"
"350006","350010","7","2710"
"350171","350182","19","2757"
"350019","350004","19","1424"
"350063","350379","28","2613"
"350098","464386","12","354"
"350011","350163","16","3043"
"350120","350249","9","301"
"350069","350067","14","2864"
"350186","350121","1","3599"
"350177","350303","8","1781"
"350082","350234","2","938"
"350172","350131","4","2906"
"350139","350245","9","556"
"350074","350251","15","1922"
"350129","350394","9","1800"
"350067","350075","1","1188"
"350107","350121","7","1835"
"350128","350136","7","1582"
"350089","350009","5","1101"
"350170","350305","15","2191"
"350155","350089","13","309"
"350027","350033","7","849"
"350198","350069","28","5639"
"350140","350203","18","2566"
"350175","350292","1","3283"
"350106","350102","3","2930"
"350008","350194","16","1600"
"350040","350223","10","992"
"350131","350235","11","647"
"491615","350323","7","1914"
"350145","350400","2","805"
"350099","350380","6","553"
"350085","350087","8","3177"
"350013","350055","17","6456"
"350004","350187","6","3558"
"350050","350052","15","174"
"350035","350150","19","2404"
"350193","350001","2","1811"
"350075","350066","1","1521"
"350185","350271","7","3318"
"350125","350195","5","2319"
"350068","350282","19","3032"
"576832","350382","16","2360"
"350173","350351","8","64"
"350014","350174","17","461"
"350141","350134","16","2714"
"350136","350285","10","120"
"350156","350187","7","246"
"350148","350355","10","1697"
"350057","350258","18","3189"
"350112","350324","17","657"
"350169","350175","16","2861"
"350182","350229","15","1618"
"350015","350262","14","710"
"350081","350026","17","268"
"350115","350112","13","3269"
"350114","350309","7","2966"
"388018","350018","9","577"
"350077","350078","11","834"
"350126","350253","17","871"
"350071","350066","12","162"
"350020","350216","5","2709"
"350044","350308","3","804"
"350165","350344","6","2749"
"350032","350171","7","1792"
"350130","350375","8","2276"
"350055","350358","15","2684"
"350060","350149","13","3213"
"350162","350163","7","1658"
"350111","350159","14","942"
"350133","350145","2","1110"
"350054","350059","13","425"
"350058","350073","14","2782"
"350009","350052","8","2885"
"350153","350149","4","2588"
"350041","350111","3","414"
"350192","350013","18","1162"
"350062","350064","19","3596"
"350113","350120","2","3202"
"489312","350194","8","1231"
"350042","350239","8","2177"
"350150","350028","16","868"
"350026","350210","6","218"
"350091","350225","17","2633"
"350195","350205","18","3081"
"350189","350217","13","131"
"350080","350284","9","1440"
"350002","350228","8","1811"
"350039","350096","13","134"
"350052","350059","10","2592"
"350105","350106","7","2747"
"350134","350131","7","1736"
"350059","350381","16","1770"
"350119","350034","17","11"
"350188","350346","14","381"
"350033","350246","10","373"
"350021","350280","8","3451"
"350076","350203","4","2400"
"350046","350182","16","3175"
"350184","350398","9","1239"
"464386","350232","18","2170"
"350147","350221","5","2126"
"350094","350220","15","1551"
"350028","350029","9","1007"
"350161","350165","4","1885"
"350168","350044","7","685"
"350102","350352","14","2307"
"350146","350158","20","5228"
"350187","350286","3","3176"
"350036","350225","6","1776"
"350194","350204","20","2856"
"433648","350276","12","2878"
"350038","350142","12","3592"
"350037","350039","1","3140"
"350023","350030","20","1444"
"350022","350153","1","2815"
"350018","350025","20","2483"
"350160","350174","15","475"
"350025","350026","18","3519"
"350084","350030","10","1758"
"350086","350095","2","1769"
"350017","350081","5","2062"
"350110","350268","3","592"
"350158","350115","17","2243"
"397902","350087","4","2574"
"350143","350152","5","3088"
"350005","489312","1","3118"
"350108","350117","7","3"
"350116","350308","16","1566"
"350138","350188","5","264"
"350030","350040","20","1876"
"350072","350353","16","185"
"350167","350152","19","1270"
"350109","350121","10","3123"
"350006","350095","16","2103"
"350171","350183","4","1318"
"350019","350150","1","2221"
"350063","350164","24","2838"
"350098","350315","4","2574"
"350011","350009","6","1244"
"350120","350270","8","3448"
"350069","350075","1","1152"
"350186","350175","16","64"
"350177","350130","10","2775"
"350082","350249","17","1914"
"350172","350162","18","3379"
"350139","350247","10","3382"
"350074","350269","2","401"
"350129","350125","5","2356"
"350067","350052","16","2528"
"350107","350367","7","2470"
"350128","350132","11","1599"
"350089","350105","14","2154"
"350170","350174","13","2902"
"350155","350151","6","3005"
"350027","350064","14","1335"
"350198","350127","5","2040"
"350140","350007","11","2151"
"350175","350173","12","1721"
"350106","350225","3","640"
"350008","350021","6","1912"
"350040","350228","14","569"
"350131","350362","10","2420"
"491615","350096","16","3263"
"350145","433648","4","1051"
"350099","464386","3","1161"
"350085","350279","20","1874"
"350013","350009","8","71"
"350004","350114","9","1622"
"350050","350202","18","2149"
"350035","350104","1","2860"
"350193","350020","8","4275"
"350075","350074","7","334"
"350185","491615","11","1753"
"350125","350345","5","1622"
"350068","350067","15","1818"
"576832","350005","11","1642"
"350173","350017","18","3316"
"350014","350282","4","1151"
"350141","350138","20","1816"
"350136","350147","19","234"
"350156","350189","2","2914"
"350148","350063","8","523"
"350057","350078","17","2322"
"350112","350086","7","132"
"350169","350325","14","763"
"350182","350238","1","768"
"350015","350264","8","1520"
"350081","350076","7","3058"
"350115","350124","13","3101"
"350114","350318","4","2004"
"388018","350187","1","281"
"350077","350074","17","1223"
"350126","350256","10","677"
"350071","350354","2","741"
"350044","350315","8","2865"
"350165","350075","12","2693"
"350032","350175","17","3322"
"350055","350120","34","4505"
"350060","350353","17","4157"
"350162","350313","3","3237"
"350111","350370","11","3033"
"350133","350146","27","2554"
"350054","350186","6","2852"
"350058","350277","17","2727"
"350009","350394","2","2551"
"350153","350168","19","1998"
"350041","350046","7","3223"
"350192","350397","3","2327"
"350062","350057","11","321"
"350113","350174","7","3057"
"489312","350375","19","3819"
"350042","350245","16","2769"
"350150","350155","16","3362"
"350026","350091","12","2481"
"350091","350243","4","2341"
"350195","350206","7","3149"
"350189","350226","20","2740"
"350080","350165","3","2902"
"350002","350231","1","3080"
"350039","350031","8","4"
"350052","350055","11","2735"
"350105","350306","14","1291"
"350134","350054","8","1228"
"350059","433648","18","2677"
"350119","350253","4","1988"
"350188","350352","20","1677"
"350033","350319","32","6420"
"350021","350107","7","947"
"350076","350213","12","3146"
"350046","350206","11","1546"
"350184","350033","12","3313"
"464386","350094","18","2119"
"350147","350152","14","1581"
"350094","350089","4","3530"
"350028","350098","14","3021"
"350161","350357","10","2240"
"350168","350094","20","2822"
"350102","350287","3","2669"
"350146","350171","3","867"
"350187","350125","5","1772"
"350036","350236","15","3020"
"350194","350162","19","1826"
"433648","350288","3","1386"
"350038","350196","7","3342"
"350037","350024","19","3377"
"350023","350222","4","1817"
"350022","350158","14","1463"
"350018","350106","3","615"
